pyIssue,pyGroup,pyName,pyLabel,CampaignName,OfferCode,OfferStatus,OfferStartDate,OfferExpireDate,NBAName,NBANumber,NBACategory,NBAType,OfferShortDescriptionEN,OfferShortDescriptionFR,OfferLongDescriptionEN,OfferLongDescriptionFr,PersistenceDays,RestPeriodDays,OfferCondition,IncentiveAmount,PS_CD,PrimaryProductServiceSubCode,RetailOrSmallBusiness,PrimaryProductServiceNameEN,OfferType,OfferClassification,OfferSubClassification,Prestaged,CreativeID,SOL,SMC,SSC,SIC,SSP,MOB,MMC,MIC,ABM,CSE,PrimaryProductFeaturesEN,PrimaryProductFeaturesFR,DCM,DHC,DMB,DPB,MCP,OfferName,SCP,MSP,CSA,DIA,ATC_NONPEGA,ATC_PEGA,EngagementType,CUSTOMER_RELEVANCE,EML,MOBSeed,SOLSeed,PMT,InteractionLevel,Level0InteractionCode,COP,AFILUAInsight,AFILUAInsightMax,AFILUAInsightMin,CCMinPmtInsight,CCMinPmtInsightMax,CCMinPmtInsightMin,ChannelSubgroup,ChqPurFreqFlashInsight,ChqPurFreqFlashInsightMax,ChqPurFreqFlashInsightMin,ChqPurFreqInsight,ChqPurFreqInsightMax,ChqPurFreqInsightMin,DepositSubgroup,InsuranceSubgroup,InvestmentSubgroup,LendingSubgroup,PaymentSubgroup,ProductGroup,ProductIndicator,ProductType,RelationshipSubgroup,TravelInsight,TravelInsightMax,TravelInsightMin,PrimaryProductServiceNameFR,BRN,BOT,CRM,BusinessGroup,BusinessOwner,CampaignCode,PEG,REB,RES,CRO,StartDate,EndDate,pyIsPropositionActive,PrimaryProductCode,PrimaryProductSubCode,PrimarySourceCode,Alt1ProductCode,Alt1ProductSubCode,Alt1SourceCode,Alt2ProductCode,Alt2ProductSubCode,Alt2SourceCode
Upsell,Insurance,CIE5648,Offer Creditor Insurance,Creditor Insurance,CIE5648,InMarket,,12/31/2050,Offer creditor insurance (Payment),9,Insurance NBA,Show My Customer,Offer Creditor Insurance Retargeting,TBD,Customer's credit card doesn't have the optional Scotia credit card insurance.,TBD,29,1,Customer may have previously been offered SCCP when they opened their credit card. As their circumstance may have changed it is important to engage in discovery conversation to understand their need. Refer to inbound sale if customer wants to learn more.,,INS,SCCPI,Retail,The Scotia Credit Card Protection insurance plan is an optional insurance coverage available to Scotiabank VISA and American Express credit card customers to provide comprehensive insurance coverage that stays in place as your protection needs change.,Acquisition,Discretionary,Contextual,FALSE,2423021701,TRUE,TRUE,FALSE,,,TRUE,TRUE,FALSE,FALSE,TRUE,"Coverage can provide the financial safety net during a difficult time that may be caused by common life events: disability, job loss, strike, lockout, critical illness or should you pass away. Approval is fast without any medical information required.","Cette assurance peut fournir une protection financière durant une période difficile causée par divers événements de la vie : invalidité, perte d'emploi, grève ou lockout, maladie grave et décès. Processus d'approbation rapide et sans examen médical.",FALSE,FALSE,FALSE,FALSE,FALSE,Minimum Payment on Visa - Credit Card Protection,FALSE,FALSE,FALSE,FALSE,,,NBA,Customer's credit card doesn't have the optional Scotia credit card insurance.,FALSE,FALSE,TRUE,FALSE,L0,,FALSE,FALSE,1,1,FALSE,1,1,,FALSE,,10,FALSE,,10,,,,,,Creditor Ins,Product,Other,,FALSE,1,0.5,La Protection Carte de crédit Scotia est une assurance facultative offerte aux clients titulaires des cartes Visa Banque Scotia et American Express qui procure une protection complète alors que vos besoins en assurance changent au fil du temps.,FALSE,FALSE,FALSE,Insurance,CIM,VS17084,FALSE,FALSE,FALSE,FALSE,,,Always,,,,,,,,,
CrossSell,SecuredLending,CIE5152,,New to Canada - Engagement Curriculum,CIE5152,,,12/31/2050,Offer mortgage,15,Lending NBA,Grow My Customer,New to Canada - Mortgage Acquisition,,New to Canada - Mortgage Acquisition,,30,150,,,,,,,Acquisition,,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS2098D,,,,,,,,,,,,,,,,
Informational,CustomerServicing,CIE5701,SPSP Loan Repayment Initial Notification,Scotia Professional Student Plan Loan Repayment Notification,CIE5701,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,SPSP Loan Repayment Initial Notification,,Scotia Professional Student Plan Loan Repayment Initial Notification,,30,5,,,SSL,SP,Retail,,Communication,Discretionary,NonContextual,FALSE,5701042201,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,NBA,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Unsecured,Service,NonReg,,,,,,,,,,,RS20027,,,,,,,,SSL,SP,,,,,,,
Informational,CustomerServicing,CIE5702,SPSP Loan Repayment Reminder Notification,Scotia Professional Student Plan Loan Repayment Notification,CIE5702,,,12/31/2050,Inform Customer,37,Customer Relationship NBA,Know My Customer,SPSP Loan Repayment Reminder Notification,,Scotia Professional Student Plan Loan Repayment Reminder Notification,,30,5,,,SSL,SP,Retail,,Communication,Discretionary,NonContextual,FALSE,5702042201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,NBA,,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,Unsecured,Service,NonReg,,,,,,,,,,,RS20027,,,,,,,,SSL,SP,,,,,,,
Engagement,UnsecuredLending,CIE2453,,,CIE2453,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4751081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE2454,,,CIE2454,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4752081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE2456,,,CIE2456,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4753081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE2457,,,CIE2457,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4754081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE2458,,,CIE2458,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4755081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE2459,,,CIE2459,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4756081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE2460,,,CIE2460,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4757081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE2461,,,CIE2461,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4758081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE2462,,,CIE2462,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4759081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE2463,,,CIE2463,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4760081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE2464,,,CIE2464,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4761081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4750,,,CIE4750,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4762081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4959,,,CIE4959,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4763081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4960,,,CIE4960,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4764081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4961,,,CIE4961,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4765081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4962,,,CIE4962,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4766081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4963,,,CIE4963,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4884091901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608B,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4751,,,CIE4751,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4751081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4752,,,CIE4752,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4752081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4753,,,CIE4753,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4753081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4754,,,CIE4754,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4754081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4755,,,CIE4755,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4755081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4756,,,CIE4756,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4756081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4757,,,CIE4757,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4757081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4758,,,CIE4758,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4758081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4759,,,CIE4759,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4759081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4760,,,CIE4760,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4760081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4761,,,CIE4761,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4761081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4762,,,CIE4762,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4762081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4763,,,CIE4763,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4763081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4764,,,CIE4764,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4764081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4765,,,CIE4765,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4765081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4766,,,CIE4766,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4766081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Engagement,UnsecuredLending,CIE4884,,,CIE4884,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4884091901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608C,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4784,,,CIE4784,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4784081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4786,,,CIE4786,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4786081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4787,,,CIE4787,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4787081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4788,,,CIE4788,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4788081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4789,,,CIE4789,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4789081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4790,,,CIE4790,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4790081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4791,,,CIE4791,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4791081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4792,,,CIE4792,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4792081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4793,,,CIE4793,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4793081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4794,,,CIE4794,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4794081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4795,,,CIE4795,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4795081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4796,,,CIE4796,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4796081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4797,,,CIE4797,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4797081901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Upsell,UnsecuredLending,CIE4885,,,CIE4885,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4885091901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608D,,,,,,,,,,,,,,,,
Engagement,ChannelAdoption,CIE4798,,,CIE4798,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,4798091901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VS1608E,,,,,,,,,,,,,,,,
Informational,CustomerServicing,CIE5043,,,CIE5043,,,12/31/2050,,,,,,,,,30,180,,,,,,,,,,,5043032001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS20034,,,,,,,,,,,,,,,,
CrossSell,Investments,CIE4402,D2D Engagement Mapping Tomorrow,,CIE4402,,,12/31/2050,Inform Customer,,,,,,,,20,30,,,,,,,,,,,4402061801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WD18055,,,,,,,,,,,,,,,,
Engagement,ChannelAdoption,CIE4272,,,CIE4272,,,12/31/2050,,,,,,,,,30,150,,,,,,,,,,,4272121702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS18016,,,,,,,,,,,,,,,,
Engagement,SecuredLending,CIE5688,,,CIE5688,,,,,27,,,,,,,30,180,,,,,,,,,,,5688032201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS21128,,,,,,,,,,,,,,,,
CrossSell,SecuredLending,CIE5021,Mortgage Acquisition and Switch,Mortgage Acquisiton and Switch,CIE5021,,,,Offer mortgage,15,Lending NBA,Grow My Customer,Mortgage Acquisition and Switch,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS19029,,,,,,,,,,,,,,,,
CrossSell,Investments,CIE5151,,,CIE5151,,,12/31/2050,Inform Customer,37,Investment NBA,Know My Customer,,,New to Canada Engagement - Mapping Tomorrow,,30,150,,,,,,,,,,,5151082001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS2098C,,,,,,,,,,,,,,,,
CrossSell,Insurance,CIE5715,Travel Bundle Insurance Cross Sell,Travel Bundle Insurance Cross Sell,CIE5715,,,12/31/2050,Provide Travel Insurance,38,Insurance NBA,Show My Customer,Travel Bundle Insurance Cross Sell,,Travel Bundle Insurance Cross Sell,,30,60,,,INS,,Retail,,Cross Sell,Discretionary,Contextual,FALSE,5715042201,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,FALSE,,FALSE,FALSE,,,,,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,FALSE,,FALSE,Insurance,CIM,RS22049,,TRUE,FALSE,FALSE,3/1/2022,12/31/2050,Date,,,,,,,,,
CrossSell,D2D,CIE5747,D2D Acquisition Always On Initial ,D2D Acquisition Always On,CIE5747,,4/1/2022 0:00,12/31/2050,Solicit chequing account opening,1,Deposit NBA,Grow My Customer,Customers with no D2D account -$350 Offer,,Customers with no D2D account -$350 Offer,,30,90,Cash bonus offer of $350 for Preferred or Ultimate package when chequing account is opened and conditions met.,,Preferred or Ultimate Chequing,,,Preferred or Ultimate Chequing account,Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS22054,,,,,,,,,,,,,,,,
CrossSell,D2D,CIE5748,D2D Acquisition Always On Abandon Application,D2D Acquisition Always On,CIE5748,,4/1/2022 0:00,12/31/2050,Solicit chequing account opening,1,Deposit NBA,Grow My Customer,D2D Acquisition Always On Abandon Application,,,,30,14,,,Preferred or Ultimate Chequing,,,Preferred or Ultimate Chequing account,Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS22054,,,,,,,,,,,,,,,,
CrossSell,D2D,CIE6037,D2D Acquisition Always On Top1,D2D Acquisition Always On Top1,CIE6037,,4/1/2022 0:00,12/31/2050,Solicit chequing account opening,1,Deposit NBA,Grow My Customer,Customers with no D2D account -$350 Offer,,Customers with no D2D account -$350 Offer,,30,90,Cash bonus offer of $350 for Preferred or Ultimate package when chequing account is opened and conditions met.,,Preferred or Ultimate Chequing,,,Preferred or Ultimate Chequing account,Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RS22054,,,,,,,,,,,,,,,,
CrossSell,UnsecuredLending,CIE4354,Amex Standard PA,CREDIT CARD PA ACQ,CIE4354,,,12/31/2050,Offer Credit Cards,8,Payment NBA,Grow my customer,"Amex Standard, 5K pts w/$500 spend within 3 mths open date",,"Amex Standard, 5K pts w/$500 spend within 3 mths open date",,30,150,By accepting this offer you agree to be bound by the Terms and Conditions and the Application Disclosure Statement. Sales CSO will review complete T&Cs with customer.,5000,AXS,SC,,Scotiabank American Express Card,Acquisition,,,,4354031801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OP14037,,,,,,,,,,,,,,,,
Upsell,Insurance,CIE5761,Offer LOC Creditor Insurance Initial,ULOC Insurance,CIE5761,InMarket,6/1/2022,12/31/2050 23:59,Offer creditor insurance (Payment),9,Insurance NBA,Show My Customer,Offer LOC Insurance Initial,TBD,Customer's LOC doesn't have the optional Scotia LOC insurance.,TBD,30,150,Customer may have previously been offered SCCP when they opened their LOC. As their circumstance may have changed it is important to engage in discovery conversation to understand their need. Refer to inbound sale if customer wants to learn more.,0,INS,SCCPI,Retail,TBD,Acquisition,Discretionary,Contextual,FALSE,5761062201,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"Coverage can provide the financial safety net during a difficult time that may be caused by common life events: disability, job loss, strike, lockout, critical illness or should you pass away. Approval is fast without any medical information required.",0,#N/A,#N/A,#N/A,#N/A,#N/A,Offer LOC Insurance Initial,FALSE,#N/A,FALSE,FALSE,#N/A,#N/A,#N/A,Customer's LOC doesn't have the optional Scotia LOC insurance.,FALSE,FALSE,FALSE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Creditor Ins,Product,CCSI,#N/A,#N/A,#N/A,#N/A,0,FALSE,#N/A,FALSE,Insurance,CIM,RS22065,#N/A,FALSE,FALSE,FALSE,6/1/2022,12/31/2050 23:59,Date,,,,,,,,,
